HOLE_ID,EASTING,NORTHING,ELEVATION,TD,PROJECT_FK,START_DATE,END_DATE,GEOLOGIST_NAME,GEOLOGY_GROUP
SCDD-18087,2407646.7,4805526.79,905.194,208.4,SCAP,20-03-2018 0:00,30-03-2018 0:00,Carla de la Rosa,CerroNegro
SCDD-18090,2407098.565,4805384.539,909.709,404,SCAP,20-03-2018 0:00,26-03-2018 0:00,Carla de la Rosa,CerroNegro
SCDD-18093,2407399.646,4805624.109,874.585,224,SCAP,24-03-2018 0:00,,Mariana Vargas,CerroNegro
SCDD-18097,2407762.51,4805355.66,919.091,353,SCAP,29-03-2018 0:00,02-04-2018 0:00,Maria Narvaiza,CerroNegro
SCDD-18098,2407597.66,4805664.77,889.542,200.5,SCAP,26-03-2018 0:00,31-03-2018 0:00,Maria Narvaiza,CerroNegro
SCDD-18109,2407167.822,4805624.306,885.756,399,SCAP,05-04-2018 0:00,11-04-2018 0:00,Paola Santucho,CerroNegro
SCDD-18156,2407821.419,4805314.171,924.608,398.5,SCAP,07-05-2018 0:00,14-05-2018 0:00,Paola Santucho,CerroNegro
SCDD-18169,2408564.392,4804151.981,881.975,501.5,SCAP,29-05-2018 0:00,16-06-2018 0:00,Mariana Vargas,CerroNegro
SCDD-18172,2407782.841,4805106.931,928.335,305,SCAP,06-06-2018 0:00,,Conrado Gianni,CerroNegro
SCDD-18181,2406917.395,4805949.946,811.012,350,SCAP,24-07-2018 0:00,28-07-2018 0:00,Gaston Relañez,CerroNegro
SCDD-18186,2406732.697,4805961.961,838.262,410,SCAP,09-08-2018 0:00,15-08-2018 0:00,Carla de la Rosa,CerroNegro
SCDD-19017,2408042.661,4805660.503,914.191,226,SCAP,25-04-2019 0:00,30-04-2019 0:00,Conrado Gianni,CerroNegro
SCDD-19028,2407101.165,4805634.101,896.574,471,SCAP,12-05-2019 0:00,17-05-2019 0:00,Gaston Relañez,CerroNegro
SCDD-19051,2408121.44,4805679.278,909.14,275,SCAP,13-07-2019 0:00,15-07-2019 0:00,Paola Santucho,CerroNegro
SCDD-19052,2408071.622,4805695.764,906.12,309.7,SCAP,15-07-2019 0:00,21-07-2019 0:00,Paola Santucho,CerroNegro
SCDD-19065,2407505.611,4805716.337,868.793,128,SCAP,07-08-2019 0:00,,Carla de la Rosa,CerroNegro
SCDD-18115,2407609.233,4805452.129,896.25,260.5,SCAP,06-04-2018 0:00,11-04-2018 0:00,Carla de la Rosa,CerroNegro
SCDD-18126,2407690.726,4805505.397,913.296,234,SCAP,17-04-2018 0:00,,Agustina Balzarini,CerroNegro
SCDD-18127,2407246.143,4805636.978,879.023,327,SCAP,17-04-2018 0:00,,Maria Narvaiza,CerroNegro
SCDD-18130,2407580.83,4805335.734,891.43,412,SCAP,20-04-2018 0:00,,Mariana Vargas,CerroNegro
SCDD-18136,2407289.253,4805693.249,873.221,255,SCAP,22-04-2018 0:00,,Paola Santucho,CerroNegro
SCDD-18139,2407629.517,4805160.754,906.875,314,SCAP,24-04-2018 0:00,,Mariana Vargas,CerroNegro
SCDD-18143,2407518.19,4805614.201,880.729,151.5,SCAP,26-04-2018 0:00,27-04-2018 0:00,Agustina Balzarini,CerroNegro
SCDD-18145,2407648.357,4805114.078,909.385,371,SCAP,28-04-2018 0:00,01-05-2018 0:00,Agustina Balzarini,CerroNegro
SCDD-18147,2407083.262,4805592.156,896.683,334,SCAP,27-04-2018 0:00,02-05-2018 0:00,Agustina Balzarini,CerroNegro
SCDD-18182,2406777.072,4805944.832,832.862,429.5,SCAP,25-07-2018 0:00,,Carla de la Rosa,CerroNegro
SCDD-19030,2407516.76,4805877.786,852.348,167,SCAP,14-05-2019 0:00,16-05-2019 0:00,Conrado Gianni,CerroNegro
SCDD-19046,2407521.18,4805873.34,851.74,20,SCAP,10-06-2019 0:00,10-06-2019 0:00,Conrado Gianni,CerroNegro
SCDD-19055,2407919.824,4805818.604,884.653,373.6,SCAP,20-07-2019 0:00,30-07-2019 0:00,Conrado Gianni,CerroNegro
SCDD-19061,2407973.596,4805815.844,883.238,401,SCAP,01-08-2019 0:00,,Agustina Balzarini,CerroNegro
SCDD-19070,2407861.185,4805834.117,882.548,356,SCAP,14-08-2019 0:00,25-08-2019 0:00,Carla de la Rosa,CerroNegro
SCDD-19071,2407902.026,4805701.049,906.516,283.8,SCAP,15-08-2019 0:00,20-08-2019 0:00,Conrado Gianni,CerroNegro
SCRD-18121,2407280.686,4805449.693,905.836,450,SCAP,01-05-2018 0:00,,Carla de la Rosa,CerroNegro
SCRD-19001,2406918.78,4805552.47,860.258,377.5,SCAP,07-03-2019 0:00,,Marcelo Ghidini,CerroNegro
SCRD-19003,2407164,4805203,912,93,SCAP,15-03-2019 0:00,16-03-2019 0:00,Carla de la Rosa,CerroNegro
SCRD-19037,2406704.154,4805914.68,839.451,100,SCAP,27-05-2019 0:00,28-05-2019 0:00,Nelson German Estevez,CerroNegro
SDD-1009,2399698.39,4810940.34,599.18,270,SMAR,10-02-2010 0:00,13-02-2010 0:00,Fabian Ontivero,CerroNegro
SDD-1015,2399348.27,4810847.39,605.25,180,SMAR,21-03-2010 0:00,23-03-2010 0:00,Fabian Ontivero,CerroNegro
SDD-1020,2399698.37,4810826.51,601.49,93,SMAR,03-04-2010 0:00,04-04-2010 0:00,Mercedes Barros,CerroNegro
SDD-1024,2399797.81,4810889.3,598.29,150,SMAR,10-04-2010 0:00,11-04-2010 0:00,Fabian Ontivero,CerroNegro
SDD-1031,2399297.63,4810832.11,601.81,156,SMAR,13-05-2010 0:00,15-05-2010 0:00,Paula Oviedo,CerroNegro
SDD-1032,2399550.47,4810864.11,605.1,172.3,SMAR,16-05-2010 0:00,18-05-2010 0:00,Mercedes Barros,CerroNegro
SDD-1041,2399499.26,4810810.19,611.09,74.5,SMAR,10-06-2010 0:00,11-06-2010 0:00,Paula Oviedo,CerroNegro
SDD-1044,2399649.36,4810858.69,602.387,150.5,SMAR,22-06-2010 0:00,23-06-2010 0:00,Mercedes Barros,CerroNegro
SDD-1049,2399448.352,4810896.366,605.688,258,SMAR,10-07-2010 0:00,14-07-2010 0:00,Mercedes Barros,CerroNegro
SDD-1059,2399422.787,4810885.962,605.605,202,SMAR,29-10-2010 0:00,04-11-2010 0:00,Fernanda Beretta,CerroNegro
SDD-1072,2399770.346,4810743.357,599.742,282,SMAR,22-11-2010 0:00,06-12-2010 0:00,Monica Arrese,CerroNegro
SDD-1077,2399774.072,4810867.192,598.952,174,SMAR,06-12-2010 0:00,07-12-2010 0:00,Estefania Hergesheimer,CerroNegro
SDD-1085,2399373.721,4810884.955,604.151,219,SMAR,15-12-2010 0:00,08-01-2011 0:00,Fernanda Beretta,CerroNegro
MDD-1029,2398644.28,4809886.41,660.6,204,MN,31-03-2010 0:00,03-04-2010 0:00,Analia Bruna,CerroNegro
MDD-1048,2398402.11,4809942.41,662.59,212,MN,26-04-2010 0:00,30-04-2010 0:00,Monica Arrese,CerroNegro
MDD-1052,2398341.51,4809914.25,666.85,210.9,MN,30-04-2010 0:00,03-05-2010 0:00,Daniel Correa,CerroNegro
MDD-1073,2398305.17,4809644.97,659.44,236,MCEN,31-05-2010 0:00,02-06-2010 0:00,Mercedes Barros,CerroNegro
MDD-1088,2398735.397,4809448.668,650.293,251.5,MCEN,23-07-2010 0:00,28-07-2010 0:00,Mercedes Barros,CerroNegro
MDD-1093,2398593.4,4809492.442,643.251,192,MCEN,04-08-2010 0:00,05-08-2010 0:00,Monica Arrese,CerroNegro
MDD-1098,2398848.355,4809442.791,658.174,320.9,MCEN,13-08-2010 0:00,19-08-2010 0:00,Daniel Correa,CerroNegro
MDD-1100,2398804.02,4809473.9,657.4,310.8,MCEN,19-08-2010 0:00,23-08-2010 0:00,Mercedes Barros,CerroNegro
MDD-11009,2398412.706,4809989.439,657.166,242,MN,24-01-2011 0:00,27-01-2011 0:00,Mercedes Barros,CerroNegro
MDD-1102,2398755.77,4809301.31,641.02,120,MCEN,24-08-2010 0:00,25-08-2010 0:00,Paula Oviedo,CerroNegro
MDD-11026,2399062.473,4809720.653,676.787,142.5,MN,11-04-2011 0:00,12-04-2011 0:00,Fernanda Beretta,CerroNegro
MDD-11027,2398035.026,4810040.698,643.289,256,MNW,11-04-2011 0:00,14-04-2011 0:00,Paula Oviedo,CerroNegro
MDD-11038,2399107,4809866,658.5,262.5,MN,23-04-2011 0:00,25-04-2011 0:00,Estefania Hergesheimer,CerroNegro
MDD-11040,2399346.964,4809451.828,673.821,10.45,MNE,23-04-2011 0:00,30-04-2011 0:00,Monica Arrese,CerroNegro
MDD-11045,2399139.898,4809805.798,665.097,250.5,MN,29-04-2011 0:00,30-04-2011 0:00,Paula Oviedo,CerroNegro
MDD-11047,2398692.191,4809048.531,652.526,250.5,MCSE,01-05-2011 0:00,03-05-2011 0:00,Monica Arrese,CerroNegro
MDD-11048,2398533.173,4810067.402,644.223,360.4,MN,02-05-2011 0:00,05-05-2011 0:00,Paula Oviedo,CerroNegro
MDD-11064,2399349.061,4809451.943,673.788,304,MNE,14-05-2011 0:00,18-05-2011 0:00,Estefania Hergesheimer,CerroNegro
MDD-11070,2399389.048,4809580.225,668.258,250,MNE,19-05-2011 0:00,22-05-2011 0:00,Andrea Infante,CerroNegro
MDD-11072,2397947.589,4810051.926,631.848,310.5,MNW,22-05-2011 0:00,23-05-2011 0:00,Jimena Terron,CerroNegro
MDD-11073,2399426.698,4809724.218,662.997,250,MNE,22-05-2011 0:00,24-05-2011 0:00,Monica Arrese,CerroNegro
MDD-11084,2398809.493,4809250.763,640.363,142,MCEN,28-05-2011 0:00,29-05-2011 0:00,Fernanda Beretta,CerroNegro
MDD-11097,2398340.727,4809706.933,664.604,251,MCEN,04-06-2011 0:00,07-06-2011 0:00,Monica Arrese,CerroNegro
MDD-11112,2398788.905,4809496.311,658.695,380,MCEN,15-06-2011 0:00,21-06-2011 0:00,Andrea Infante,CerroNegro
MDD-11114,2399232.074,4810137.4,630.713,340,MNSM,18-11-2011 0:00,21-11-2011 0:00,Diego Grill,CerroNegro
MDD-11118,2398824.72,4809461.628,657.92,355.5,MCEN,21-06-2011 0:00,27-06-2011 0:00,Monica Arrese,CerroNegro
MDD-11123,2399997.47,4809535.103,639.627,265.5,MNE,23-06-2011 0:00,26-06-2011 0:00,German Escorza,CerroNegro
MDD-11127,2398698.103,4809642.194,674.345,451.5,MCEN,27-06-2011 0:00,05-07-2011 0:00,Fernanda Beretta,CerroNegro
MDD-11131,2398530.053,4809943.527,654.781,238.5,MN,05-07-2011 0:00,08-07-2011 0:00,Jimena Terron,CerroNegro
MDD-11132,2398479.711,4809957.537,655.752,259.5,MN,05-07-2011 0:00,08-07-2011 0:00,Estefania Hergesheimer,CerroNegro
MDD-11134,2398881.018,4809341.834,649.363,241.5,MCEN,06-07-2011 0:00,09-07-2011 0:00,Fernanda Beretta,CerroNegro
MDD-1114,2398441.07,4809498.69,634.68,90,MCEN,03-09-2010 0:00,04-09-2010 0:00,Monica Arrese,CerroNegro
MDD-11142,2398833.543,4809926.041,656.055,268.5,MN,15-07-2011 0:00,18-07-2011 0:00,Daniel Correa,CerroNegro
MDD-11153,2398724.486,4807768.593,681.491,359,MS,23-07-2011 0:00,27-07-2011 0:00,Fernanda Beretta,CerroNegro
MRC-18009,2398152.58,4810435.23,673.51,59,MNW,04-06-2018 0:00,06-06-2018 0:00,Sebastian Uribe,CerroNegro
MRC-19017,2400077.992,4809433.188,646.195,400,MNE,09-07-2019 0:00,,Exequiel Nicolas Coronel,CerroNegro
MRC-804,2398650.2,4807785.63,683.13,350,MS,11-04-2008 0:00,14-04-2008 0:00,Fabian Ontivero,CerroNegro
MRD-18039,2401066.06,4807637.735,655.574,543,MS,07-09-2018 0:00,,Carla de la Rosa,CerroNegro
MRD-18069,2402173.839,4810164.465,622.298,500,EXCN,17-11-2018 0:00,,Conrado Gianni,CerroNegro
MRD-19036,2400312.1,4809168,649.5,602,MNE,09-11-2019 0:00,,Nelson German Estevez,CerroNegro
MV-009,2394840.05,4808114.38,644,1.2,EK,01-01-1990 0:00,,Monica Arrese,CN_PRODUCCION
MV-035,2394994.04,4808131.95,595.9,3.4,EK,01-01-1990 0:00,,Monica Arrese,CN_PRODUCCION
MVE-0012,2395376.731,4807804.77,625.094,109.9,EK,06-02-2014 0:00,10-02-2014 0:00,Cintia San Martin,CN_INFILL
MVE-0023,2395466.622,4807739.462,634.469,112.6,EK,09-03-2014 0:00,13-03-2014 0:00,Debora Sugamiele,CN_INFILL
MVE-0036,2395729.69,4807513.9,653.2,165,EK,21-04-2014 0:00,26-04-2014 0:00,Debora Sugamiele,CN_INFILL
MVE-0038,2395251.85,4808057.7,591.75,72.2,EK,08-05-2014 0:00,13-05-2014 0:00,Cintia San Martin,CN_INFILL
MVE-011,2395255.386,4808005.401,624.3271,7.3,EK,01-01-1990 0:00,,Monica Arrese,CN_PRODUCCION
MVE-018,2395225.856,4808016.309,612.4714,12.3,EK,01-01-1990 0:00,,Monica Arrese,CN_PRODUCCION
MVE-020,2395164.241,4808049.761,581.832,6.7,EK,01-01-1990 0:00,,Monica Arrese,CN_PRODUCCION
MVE-028,2395208.574,4808003.347,605.6027,1.4,EK,01-01-1990 0:00,,Monica Arrese,CN_PRODUCCION
MVE-035,2395247.373,4807965.532,617.7452,1,EK,01-01-1990 0:00,,Monica Arrese,CN_PRODUCCION
MVE-038,2395376.839,4807932.239,630.1149,1.7,EK,01-01-1990 0:00,,Monica Arrese,CN_PRODUCCION
MVE-040,2395366.1,4807938.287,631.548,0.64,EK,01-01-1990 0:00,,Monica Arrese,CN_PRODUCCION
MVE-053,2395307.482,4807980.881,638.8618,2.1,EK,01-01-1990 0:00,,Monica Arrese,CN_PRODUCCION
MVE-061,2395281.94,4807985.861,632.0888,1.4,EK,01-01-1990 0:00,,Monica Arrese,CN_PRODUCCION
MVE-068,2395327,4807959,631,0.7,EK,01-01-1990 0:00,,Monica Arrese,CN_PRODUCCION
MVE-074,2395278,4807989,623,0.7,EK,01-01-1990 0:00,,Monica Arrese,CN_PRODUCCION
NME-0010,2399428.642,4809280.076,656.597,449,MCSE,04-09-2019 0:00,,Kevin Lezcano,NEAR_MINES
NME-0012,2399604.837,4809290.956,643.176,390,MCSE,12-09-2019 0:00,19-09-2019 0:00,Mauro Alcaide,NEAR_MINES
NME-0016,2399860.68,4809189.16,633.83,398.35,MCSE,22-09-2019 0:00,28-09-2019 0:00,Paola Santucho,NEAR_MINES
P-10,2408748.192,4806242.474,846.394,200,VZ,23-07-2012 0:00,28-07-2012 0:00,Monica Arrese,CN_INFILL
PEK-0009,2394369.944,4808080.94,529.089,59.5,EK,25-10-2011 0:00,,,CN_INFILL
PEK-0013,2394330.825,4808097.057,529.901,85.7,EK,12-11-2011 0:00,,,CN_INFILL
PEK-0018,2394382.785,4808071.128,528.847,64.65,EK,07-12-2011 0:00,,,CN_INFILL
PEK-0019,2394383.203,4808071.908,529.219,50.65,EK,09-12-2011 0:00,,,CN_INFILL
PEK-0029,2394116.259,4808241.291,480.131,48.1,EK,17-01-2012 0:00,20-01-2012 0:00,,CN_INFILL
PEK-0045,2394162.692,4808200.963,475.98,100.3,EK,21-02-2012 0:00,27-02-2012 0:00,,CN_INFILL
VRC-507,2408549.5,4806505,802.76,102,VZ,22-03-2005 0:00,23-03-2005 0:00,Sebastián Via,CerroNegro
VRC-636,2408696.25,4806552,788.24,174.5,VZ,08-05-2006 0:00,12-05-2006 0:00,Dave Shatwell,CerroNegro
VRC-638,2408495,4806547,797.96,126,VZ,14-05-2006 0:00,15-05-2006 0:00,Daniel López,CerroNegro
VRC-654,2408751.75,4806400,832.15,120,VZ,08-12-2006 0:00,08-12-2006 0:00,Marcelo Ortiz,CerroNegro
VRC-771,2408595.41,4806446.79,805.79,109,VZ,09-10-2007 0:00,09-10-2007 0:00,Fabian Ontivero,CerroNegro
VRC-773,2408600.89,4806517,791.41,200,VZ,14-10-2007 0:00,15-10-2007 0:00,Hugo Riofrio,CerroNegro
VRC-778,2408626.5,4806464.14,803.03,138,VZ,24-10-2007 0:00,24-10-2007 0:00,Daniel López,CerroNegro
VRC-779,2408499.67,4806573.32,789.89,186,VZ,24-10-2007 0:00,25-10-2007 0:00,Daniel López,CerroNegro
VRC-806,2408771.08,4806564.04,793.72,239,VZ,02-10-2008 0:00,03-10-2008 0:00,Daniel Correa,CerroNegro
SCRD-18032,2407302.047,4805093.862,914.052,527,SCAP,11-02-2018 0:00,17-02-2018 0:00,Paola Santucho,CerroNegro
SCRD-18114,2407124.35,4805418.6,906.2,100,SCAP,30-06-2018 0:00,,Carla de la Rosa,CerroNegro
SCRD-18128,2407640.608,4805567.109,903.037,66,SCAP,30-06-2018 0:00,,Carla de la Rosa,CerroNegro
SCRD-18131,2407861.687,4805832.788,882.582,340,SCAP,25-04-2018 0:00,28-04-2018 0:00,Mariana Vargas,CerroNegro
SCRD-18137,2407938.846,4805766.639,892.789,299,SCAP,30-04-2018 0:00,,Gaston Relañez,CerroNegro
SCRD-18161,2407821.815,4805081.242,934.553,628.5,SCAP,25-05-2018 0:00,,Maria Narvaiza,CerroNegro
SCRD-19002,2406886.214,4805673.69,841.914,353.5,SCAP,15-03-2019 0:00,,Marcelo Ghidini,CerroNegro
SCRD-19006,2407948.777,4804922.5,940.387,450,SCAP,23-03-2019 0:00,05-06-2019 0:00,Diego Grill,CerroNegro
SCRD-19031,2407940.648,4805853.642,877.258,416.5,SCAP,15-05-2019 0:00,26-06-2019 0:00,Exequiel Nicolas Coronel,CerroNegro
SCRD-19032,2407665.433,4805911.047,868.184,341,SCAP,16-05-2019 0:00,20-06-2019 0:00,Exequiel Nicolas Coronel,CerroNegro
SDD-1001,2399597.9,4810857.15,604.27,178,SMAR,17-01-2010 0:00,19-01-2010 0:00,Analia Bruna,CerroNegro
SDD-1005,2399399.08,4810858.35,606.97,165.1,SMAR,31-01-2010 0:00,01-02-2010 0:00,Daniel Correa,CerroNegro
SDD-1012,2399798.43,4810940.19,596.97,282,SMAR,25-02-2010 0:00,12-03-2010 0:00,Fabian Ontivero,CerroNegro
SDD-1021,2399852.61,4810858.67,596.99,150,SMAR,04-04-2010 0:00,05-04-2010 0:00,Monica Arrese,CerroNegro
SDD-1039,2399549.49,4810816.75,609.2,110.4,SMAR,07-06-2010 0:00,08-06-2010 0:00,Paula Oviedo,CerroNegro
SDD-1043,2399448,4810862.99,607.41,180.5,SMAR,19-06-2010 0:00,21-06-2010 0:00,Daniel Correa,CerroNegro
SDD-1047,2399297.5,4810800.82,604.39,102.2,SMAR,30-06-2010 0:00,02-07-2010 0:00,Paula Oviedo,CerroNegro
SDD-1050,2399622.661,4810857.751,604.437,138,SMAR,07-10-2010 0:00,08-10-2010 0:00,Daniel Correa,CerroNegro
SDD-1052,2399622.245,4810878.916,602.422,207,SMAR,10-10-2010 0:00,12-10-2010 0:00,Mercedes Barros,CerroNegro
SDD-1060,2399573.441,4810907.66,602.302,246,SMAR,29-10-2010 0:00,31-10-2010 0:00,Paula Oviedo,CerroNegro
SDD-1074,2399523.5,4810850.887,606.601,159,SMAR,02-12-2010 0:00,03-12-2010 0:00,Estefania Hergesheimer,CerroNegro
SDD-1080,2399374.68,4810807.261,611.421,102,SMAR,10-12-2010 0:00,11-12-2010 0:00,Daniel Correa,CerroNegro
SDD-11014,2399844.724,4810750.338,598.654,220.95,SMAR,16-03-2011 0:00,19-03-2011 0:00,Paula Oviedo,CerroNegro
SDD-11027,2399892.256,4810671.247,601.85,404,SMAR,10-05-2011 0:00,14-05-2011 0:00,Daniel Correa,CerroNegro
SDD-11043,2399947.375,4810677.463,603.437,409.8,SMAR,03-06-2011 0:00,09-06-2011 0:00,Paula Oviedo,CerroNegro
SDD-11046,2399417.996,4810523.145,613.187,220.5,SMS,10-06-2011 0:00,13-06-2011 0:00,Andrea Infante,CerroNegro
SDD-11052,2399548.518,4810847.274,606.594,127.5,SMAR,21-06-2011 0:00,22-06-2011 0:00,Fabian Ontivero,CerroNegro
SDD-11056,2399822.914,4810883.045,597.261,150,SMAR,26-06-2011 0:00,27-06-2011 0:00,Fernanda Beretta,CerroNegro
SDD-11057,2399773.262,4810642.021,600.946,388.5,SMAR,28-06-2011 0:00,04-07-2011 0:00,Jose Fortunatti,CerroNegro
SDD-11092,2399993.443,4810665.048,604.921,376.5,SMAR,10-09-2011 0:00,14-09-2011 0:00,Fabian Ontivero,CerroNegro
SDD-11097,2399992.841,4810591.354,607.41,504,SMAR,18-09-2011 0:00,22-09-2011 0:00,Fabian Ontivero,CerroNegro
SDD-11098,2400305.98,4810954.021,597.165,422.5,SMAR,19-09-2011 0:00,23-09-2011 0:00,Fabian Ontivero,CerroNegro
SDD-11102,2400250.769,4810860.803,598.865,371,SMAR,01-10-2011 0:00,04-10-2011 0:00,Andrea Infante,CerroNegro
MDD-11155,2399004.163,4809792.057,675.007,199.5,MN,23-07-2011 0:00,25-07-2011 0:00,Monica Arrese,CerroNegro
MDD-11157,2398770.62,4809884.336,659.967,211.5,MN,25-07-2011 0:00,28-07-2011 0:00,Fabian Ontivero,CerroNegro
MDD-11158,2398855.389,4809814.761,669.417,163.5,MN,26-07-2011 0:00,28-07-2011 0:00,Fernanda Beretta,CerroNegro
MDD-11170,2398714.819,4809870.658,661.506,208.5,MN,31-07-2011 0:00,02-08-2011 0:00,Jose Fortunatti,CerroNegro
MDD-1118,2398571.633,4809603.907,648.441,300,MCEN,09-09-2010 0:00,14-09-2010 0:00,Maria Lis Fernandez,CerroNegro
MDD-11187,2399638.235,4808710.297,606.949,299,MCSE,13-08-2011 0:00,16-08-2011 0:00,Jose Fortunatti,CerroNegro
MDD-11189,2398942.144,4809361.581,653.731,280,MCEN,15-08-2011 0:00,18-08-2011 0:00,Paula Oviedo,CerroNegro
MDD-11190,2398402.779,4810057.521,649.187,292.5,MN,16-08-2011 0:00,21-08-2011 0:00,Jimena Terron,CerroNegro
MDD-11223,2399757.578,4808991.759,622.088,300,MCSE,12-09-2011 0:00,14-09-2011 0:00,Andrea Infante,CerroNegro
MDD-1123,2398607.519,4809468.432,643.787,171,MCEN,17-09-2010 0:00,19-09-2010 0:00,Maria Lis Fernandez,CerroNegro
MDD-11243,2398613.707,4809779.241,666.942,280.5,MN,23-09-2011 0:00,26-09-2011 0:00,Estefania Hergesheimer,CerroNegro
MDD-11246,2399542.705,4810158.552,631.533,514.5,MNE,25-09-2011 0:00,30-09-2011 0:00,Jimena Terron,CerroNegro
MDD-11265,2399046.681,4809674.381,678.328,301.5,MN,08-10-2011 0:00,11-10-2011 0:00,Diego Grill,CerroNegro
MDD-11268,2398996.034,4809671.009,678.734,307.5,MN,11-10-2011 0:00,14-10-2011 0:00,Andrea Infante,CerroNegro
MDD-11271,2398524,4809433,637,100.5,MCEN,14-10-2011 0:00,15-10-2011 0:00,Andrea Infante,CerroNegro
MDD-11277,2399388.136,4809961.377,649.23,364.5,MNE,18-10-2011 0:00,21-10-2011 0:00,Jeff Edwards,CerroNegro
MDD-11284,2398746.087,4809557.558,666.067,343.5,MCEN,22-10-2011 0:00,25-10-2011 0:00,Diego Grill,CerroNegro
MDD-11288,2398497.685,4809676.971,647.586,271.5,MCEN,26-10-2011 0:00,28-10-2011 0:00,Jose Fortunatti,CerroNegro
MDD-11295,2398926.888,4809512.388,671.258,449.5,MCEN,01-11-2011 0:00,04-11-2011 0:00,Jimena Terron,CerroNegro
MDD-11302,2398663.181,4809651.126,667.666,376,MCEN,06-11-2011 0:00,10-11-2011 0:00,Andrea Infante,CerroNegro
MDD-11306,2398966.965,4809322.308,650.854,322.5,MCEN,09-11-2011 0:00,12-11-2011 0:00,Maria Lis Fernandez,CerroNegro
MDD-11316,2398971.44,4809451.505,665.165,469,MCEN,19-11-2011 0:00,23-11-2011 0:00,Jose Fortunatti,CerroNegro
MDD-1133,2398785.38,4809288.537,641.958,141,MCEN,28-09-2010 0:00,29-09-2010 0:00,Fernanda Beretta,CerroNegro
MDD-11331,2399004.054,4809388.003,657.629,421.5,MCEN,09-12-2011 0:00,12-12-2011 0:00,Andrea Infante,CerroNegro
MDD-1139,2398517.161,4809530.598,637.719,156,MCEN,03-10-2010 0:00,04-10-2010 0:00,Fernanda Beretta,CerroNegro
MDD-1145,2398444.324,4809671.351,651.449,261,MCEN,14-10-2010 0:00,17-10-2010 0:00,Maria Lis Fernandez,CerroNegro
MDD-1151,2398393.496,4809692.715,660.601,223.8,MCEN,25-10-2010 0:00,28-10-2010 0:00,Monica Arrese,CerroNegro
MDD-1162,2398874.67,4809774.629,673.245,180,MN,16-11-2010 0:00,19-11-2010 0:00,Monica Arrese,CerroNegro
MDD-12001,2399647.614,4809981.361,639.947,430.5,MNE,09-01-2012 0:00,14-01-2012 0:00,Paula Oviedo,CerroNegro
MDD-12020,2399373.833,4809237.926,661.709,515.5,MCSE,29-01-2012 0:00,02-02-2012 0:00,Estefania Hergesheimer,CerroNegro
MDD-12029,2398777.148,4809612.145,679.952,499.5,MCEN,04-02-2012 0:00,17-02-2012 0:00,Maria Lis Fernandez,CerroNegro
MDD-12035,2399471.627,4809054.974,647.158,400.5,MCSE,11-02-2012 0:00,14-02-2012 0:00,Lucía Vittone,CerroNegro
MDD-12039,2399411.186,4810065.499,638.778,493.5,MNE,17-02-2012 0:00,23-02-2012 0:00,Silverio Feola,CerroNegro
MDD-12060,2398534.07,4809703.758,651.603,337.5,MCEN,14-03-2012 0:00,17-03-2012 0:00,Lucía Vittone,CerroNegro
SDD-11001,2399674.851,4810859.199,601.432,174,SMAR,05-01-2011 0:00,07-01-2011 0:00,Estefania Hergesheimer,CerroNegro
SDD-11002,2399324.19,4810860.335,602.541,200,SMAR,07-01-2011 0:00,09-01-2011 0:00,Daniel Correa,CerroNegro
SDD-11005,2399724.613,4810950.719,598.043,290,SMAR,10-01-2011 0:00,13-01-2011 0:00,Daniel Correa,CerroNegro
SDD-11013,2399423.599,4810817.509,611.685,92.5,SMAR,10-03-2011 0:00,11-03-2011 0:00,Monica Arrese,CerroNegro
SDD-11022,2399325.793,4810815.224,606.02,125,SMAR,17-04-2011 0:00,19-04-2011 0:00,Analia Bruna,CerroNegro
SDD-11024,2399848.437,4810646.074,600.572,413,SMAR,22-04-2011 0:00,29-04-2011 0:00,Maria Lis Fernandez,CerroNegro
SDD-11025,2399651.475,4810981.735,598.759,392,SMAR,29-04-2011 0:00,06-05-2011 0:00,Cristian Moreno,CerroNegro
SDD-11029,2399946.307,4810676.638,603.273,344.5,SMAR,14-05-2011 0:00,17-05-2011 0:00,Daniel Correa,CerroNegro
SDD-11041,2399701.773,4810810.765,601.782,40.9,SMAR,02-06-2011 0:00,02-06-2011 0:00,Paula Oviedo,CerroNegro
SDD-11055,2399675.377,4810987.426,598.315,383,SMAR,26-06-2011 0:00,01-07-2011 0:00,Paula Oviedo,CerroNegro
SDD-11060,2399272.764,4810860.696,600.113,216,SMAR,02-07-2011 0:00,06-07-2011 0:00,Fernanda Beretta,CerroNegro
SDD-11067,2399847.787,4810547.814,603.957,508.5,SMAR,10-07-2011 0:00,19-07-2011 0:00,Andrea Infante,CerroNegro
SDD-11073,2399447.926,4810944.116,603.256,341,SMAR,27-07-2011 0:00,31-07-2011 0:00,Jimena Terron,CerroNegro
SDD-11074,2399872.336,4810922.949,596.065,201,SMAR,01-08-2011 0:00,03-08-2011 0:00,Fabian Ontivero,CerroNegro
SDD-11099,2399916.401,4810663.388,602.757,361,SMAR,22-09-2011 0:00,25-09-2011 0:00,Diego Grill,CerroNegro
SDD-11101,2399847.478,4810624.854,601.128,373.5,SMAR,29-09-2011 0:00,02-10-2011 0:00,Jeff Edwards,CerroNegro
